ATCCode,Name,ATC_length,upperBound
D10AF03,chloramphenicol,7,2170
D10AF04,meclocycline,7,2171
D10AF51,clindamycin combinations,7,2172
D10AF52,erythromycin combinations,7,2173
D10AX,other antiacne preparations for topical use,5,2180
D10AX01,aluminium chloride,7,2175
D10AX02,resorcinol,7,2176
D10AX03,azelaic acid,7,2177
D10AX04,aluminium oxide,7,2178
D10AX05,dapsone,7,2179
D10AX30,various combinations,7,2180
D10B,antiacne preparations for systemic use,4,2185
D10BA,retinoids for treatment of acne,5,2183
D10BA01,isotretinoin,7,2183
D10BX,other antiacne preparations for systemic use,5,2185
D10BX01,ichtasol,7,2185
D11,other dermatological preparations,3,2222
D11A,other dermatological preparations,4,2222
D11AA,antihidrotics,5,2188
D11AC,medicated shampoos,5,2196
D11AC01,cetrimide,7,2190
D11AC02,cadmium compounds,7,2191
D11AC03,selenium compounds,7,2192
D11AC06,povidoneiodine,7,2193
D11AC08,sulfur compounds,7,2194
D11AC09,xenysalate,7,2195
D11AC30,others,7,2196
D11AE,androgens for topical use,5,2198
D11AE01,metandienone,7,2198
D11AF,wart and anticorn preparations,5,2199
D11AH,agents for dermatitis excluding corticosteroids,5,2204
D11AH01,tacrolimus,7,2201
D11AH02,pimecrolimus,7,2202
D11AH03,cromoglicic acid,7,2203
D11AH04,alitretinoin,7,2204
D11AX,other dermatologicals,5,2222
D11AX01,minoxidil,7,2206
D11AX02,gamolenic acid,7,2207
D11AX03,calcium gluconate,7,2208
D11AX04,lithium succinate,7,2209
D11AX05,magnesium sulfate,7,2210
D11AX06,mequinol,7,2211
D11AX08,tiratricol,7,2212
D11AX09,oxaceprol,7,2213
D11AX10,finasteride,7,2214
D11AX11,hydroquinone,7,2215
D11AX12,pyrithione zinc,7,2216
D11AX13,monobenzone,7,2217
D11AX16,eflornithine,7,2218
D11AX18,diclofenac,7,2219
D11AX21,brimonidine,7,2220
D11AX52,gamolenic acid combinations,7,2221
D11AX57,collagen combinations,7,2222
G,genito urinary system and sex hormones,1,2560
G01,gynecological antiinfectives and antiseptics,3,2292
G01A,antiinfectives and antiseptics excl combinations with corticosteroids,4,2286
G01AA,antibiotics,5,2238
G01AA01,nystatin,7,2227
G01AA02,natamycin,7,2228
G01AA03,amphotericin b,7,2229
G01AA04,candicidin,7,2230
G01AA05,chloramphenicol,7,2231
G01AA06,hachimycin,7,2232
G01AA07,oxytetracycline,7,2233
G01AA08,carfecillin,7,2234
G01AA09,mepartricin,7,2235
G01AA10,clindamycin,7,2236
G01AA11,pentamycin,7,2237
G01AA51,nystatin combinations,7,2238
G01AB,arsenic compounds,5,2240
G01AB01,acetarsol,7,2240
G01AC,quinoline derivatives,5,2247
G01AC01,diiodohydroxyquinoline,7,2242
G01AC02,clioquinol,7,2243
G01AC03,chlorquinaldol,7,2244
G01AC05,dequalinium,7,2245
G01AC06,broxyquinoline,7,2246
G01AC30,oxyquinoline,7,2247
G01AD,organic acids,5,2251
G01AD01,lactic acid,7,2249
G01AD02,acetic acid,7,2250
G01AD03,ascorbic acid,7,2251
G01AE,sulfonamides,5,2254
G01AE01,sulfatolamide,7,2253
G01AE10,combinations of sulfonamides,7,2254
G01AF,imidazole derivatives,5,2271
G01AF01,metronidazole,7,2256
G01AF02,clotrimazole,7,2257
G01AF04,miconazole,7,2258
G01AF05,econazole,7,2259
G01AF06,ornidazole,7,2260
G01AF07,isoconazole,7,2261
G01AF08,tioconazole,7,2262
G01AF11,ketoconazole,7,2263
G01AF12,fenticonazole,7,2264
G01AF13,azanidazole,7,2265
G01AF14,propenidazole,7,2266
G01AF15,butoconazole,7,2267
G01AF16,omoconazole,7,2268
G01AF17,oxiconazole,7,2269
G01AF18,flutrimazole,7,2270
G01AF20,combinations of imidazole derivatives,7,2271
G01AG,triazole derivatives,5,2273
G01AG02,terconazole,7,2273
G01AX,other antiinfectives and antiseptics,5,2286
G01AX01,clodantoin,7,2275
G01AX02,inosine,7,2276
G01AX03,policresulen,7,2277
G01AX05,nifuratel,7,2278
G01AX06,furazolidone,7,2279
G01AX09,methylrosaniline,7,2280
G01AX11,povidoneiodine,7,2281
G01AX12,ciclopirox,7,2282
G01AX13,protiofate,7,2283
G01AX14,lactobacillus fermentum,7,2284
G01AX15,copper usnate,7,2285
G01AX66,octenidine combinations,7,2286
G01B,antiinfectivesantiseptics in combination with corticosteroids,4,2292
G01BA,antibiotics and corticosteroids,5,2288
G01BC,quinoline derivatives and corticosteroids,5,2289
G01BD,antiseptics and corticosteroids,5,2290
G01BE,sulfonamides and corticosteroids,5,2291
G01BF,imidazole derivatives and corticosteroids,5,2292
G02,other gynecologicals,3,2336
G02A,uterotonics,4,2308
G02AB,ergot alkaloids,5,2298
G02AB01,methylergometrine,7,2296
G02AB02,ergot alkaloids,7,2297
G02AB03,ergometrine,7,2298
G02AC,ergot alkaloids and oxytocin incl analogues in combination,5,2300
G02AC01,methylergometrine and oxytocin,7,2300
G02AD,prostaglandins,5,2307
G02AD01,dinoprost,7,2302
G02AD02,dinoprostone,7,2303
G02AD03,gemeprost,7,2304
G02AD04,carboprost,7,2305
G02AD05,sulprostone,7,2306
G02AD06,misoprostol,7,2307
G02AX,other uterotonics,5,2308
G02B,contraceptives for topical use,4,2315
G02BA,intrauterine contraceptives,5,2313
G02BA01,plastic iud,7,2311
G02BA02,plastic iud with copper,7,2312
G02BA03,plastic iud with progestogen,7,2313
G02BB,intravaginal contraceptives,5,2315
G02BB01,vaginal ring with progestogen and estrogen,7,2315
G02C,other gynecologicals,4,2336
G02CA,sympathomimetics labour repressants,5,2320
G02CA01,ritodrine,7,2318
G02CA02,buphenine,7,2319
G02CA03,fenoterol,7,2320
G02CB,prolactine inhibitors,5,2327
G02CB01,bromocriptine,7,2322
G02CB02,lisuride,7,2323
G02CB03,cabergoline,7,2324
G02CB04,quinagolide,7,2325
G02CB05,metergoline,7,2326
G02CB06,terguride,7,2327
G02CC,antiinflammatory products for vaginal administration,5,2332
G02CC01,ibuprofen,7,2329
G02CC02,naproxen,7,2330
G02CC03,benzydamine,7,2331
G02CC04,flunoxaprofen,7,2332
G02CX,other gynecologicals,5,2336
G02CX01,atosiban,7,2334
G02CX03,agni casti fructus,7,2335
G02CX04,cimicifugae rhizoma,7,2336
G03,sex hormones and modulators of the genital system,3,2504
G03A,hormonal contraceptives for systemic use,4,2377
G03AA,progestogens and estrogens fixed combinations,5,2355
G03AA01,etynodiol and ethinylestradiol,7,2340
G03AA02,quingestanol and ethinylestradiol,7,2341
G03AA03,lynestrenol and ethinylestradiol,7,2342
G03AA04,megestrol and ethinylestradiol,7,2343
G03AA05,norethisterone and ethinylestradiol,7,2344
G03AA06,norgestrel and ethinylestradiol,7,2345
G03AA07,levonorgestrel and ethinylestradiol,7,2346
G03AA08,medroxyprogesterone and ethinylestradiol,7,2347
G03AA09,desogestrel and ethinylestradiol,7,2348
G03AA10,gestodene and ethinylestradiol,7,2349
G03AA11,norgestimate and ethinylestradiol,7,2350
G03AA12,drospirenone and ethinylestradiol,7,2351
G03AA13,norelgestromin and ethinylestradiol,7,2352
G03AA14,nomegestrol and estradiol,7,2353
G03AA15,chlormadinone and ethinylestradiol,7,2354
G03AA16,dienogest and ethinylestradiol,7,2355
G03AB,progestogens and estrogens sequential preparations,5,2364
G03AB01,megestrol and ethinylestradiol,7,2357
G03AB02,lynestrenol and ethinylestradiol,7,2358
G03AB03,levonorgestrel and ethinylestradiol,7,2359
G03AB04,norethisterone and ethinylestradiol,7,2360
G03AB05,desogestrel and ethinylestradiol,7,2361
G03AB06,gestodene and ethinylestradiol,7,2362
G03AB07,chlormadinone and ethinylestradiol,7,2363
G03AB08,dienogest and estradiol,7,2364
G03AC,progestogens,5,2374
G03AC01,norethisterone,7,2366
G03AC02,lynestrenol,7,2367
G03AC03,levonorgestrel,7,2368
G03AC04,quingestanol,7,2369
G03AC05,megestrol,7,2370
G03AC06,medroxyprogesterone,7,2371
G03AC07,norgestrienone,7,2372
G03AC08,etonogestrel,7,2373
G03AC09,desogestrel,7,2374
G03AD,emergency contraceptives,5,2377
G03AD01,levonorgestrel,7,2376
G03AD02,ulipristal,7,2377
G03B,androgens,4,2385
G03BA,3oxoandrosten 4 derivatives,5,2382
G03BA01,fluoxymesterone,7,2380
G03BA02,methyltestosterone,7,2381
G03BA03,testosterone,7,2382
G03BB,5androstanon 3 derivatives,5,2385
G03BB01,mesterolone,7,2384
G03BB02,androstanolone,7,2385
G03C,estrogens,4,2408
G03CA,natural and semisynthetic estrogens plain,5,2395
G03CA01,ethinylestradiol,7,2388
G03CA03,estradiol,7,2389
G03CA04,estriol,7,2390
G03CA06,chlorotrianisene,7,2391
G03CA07,estrone,7,2392
G03CA09,promestriene,7,2393
G03CA53,estradiol combinations,7,2394
G03CA57,conjugated estrogens,7,2395
G03CB,synthetic estrogens plain,5,2400
G03CB01,dienestrol,7,2397
G03CB02,diethylstilbestrol,7,2398
G03CB03,methallenestril,7,2399
G03CB04,moxestrol,7,2400
G03CC,estrogens combinations with other drugs,5,2406
G03CC02,dienestrol,7,2402
G03CC03,methallenestril,7,2403
G03CC04,estrone,7,2404
G03CC05,diethylstilbestrol,7,2405
G03CC06,estriol,7,2406
G03CX,other estrogens,5,2408
G03CX01,tibolone,7,2408
G03D,progestogens,4,2430
G03DA,pregnen 4 derivatives,5,2414
G03DA01,gestonorone,7,2411
G03DA02,medroxyprogesterone,7,2412
G03DA03,hydroxyprogesterone,7,2413
G03DA04,progesterone,7,2414
G03DB,pregnadien derivatives,5,2423
G03DB01,dydrogesterone,7,2416
G03DB02,megestrol,7,2417
G03DB03,medrogestone,7,2418
G03DB04,nomegestrol,7,2419
G03DB05,demegestone,7,2420
G03DB06,chlormadinone,7,2421
G03DB07,promegestone,7,2422
G03DB08,dienogest,7,2423
G03DC,estren derivatives,5,2430
G03DC01,allylestrenol,7,2425
G03DC02,norethisterone,7,2426
G03DC03,lynestrenol,7,2427
G03DC04,ethisterone,7,2428
G03DC06,etynodiol,7,2429
G03DC31,methylestrenolone,7,2430
G03E,androgens and female sex hormones in combination,4,2438
G03EA,androgens and estrogens,5,2435
G03EA01,methyltestosterone and estrogen,7,2433
G03EA02,testosterone and estrogen,7,2434
G03EA03,prasterone and estrogen,7,2435
G03EB,androgen progestogen and estrogen in combination,5,2436
G03EK,androgens and female sex hormones in combination with other drugs,5,2438
G03EK01,methyltestosterone,7,2438
G03F,progestogens and estrogens in combination,4,2470
G03FA,progestogens and estrogens fixed combinations,5,2457
G03FA01,norethisterone and estrogen,7,2441
G03FA02,hydroxyprogesterone and estrogen,7,2442
G03FA03,ethisterone and estrogen,7,2443
G03FA04,progesterone and estrogen,7,2444
G03FA05,methylnortestosterone and estrogen,7,2445
G03FA06,etynodiol and estrogen,7,2446
G03FA07,lynestrenol and estrogen,7,2447
G03FA08,megestrol and estrogen,7,2448
G03FA09,noretynodrel and estrogen,7,2449
G03FA10,norgestrel and estrogen,7,2450
G03FA11,levonorgestrel and estrogen,7,2451
G03FA12,medroxyprogesterone and estrogen,7,2452
G03FA13,norgestimate and estrogen,7,2453
G03FA14,dydrogesterone and estrogen,7,2454
G03FA15,dienogest and estrogen,7,2455
G03FA16,trimegestone and estrogen,7,2456
G03FA17,drospirenone and estrogen,7,2457
G03FB,progestogens and estrogens sequential preparations,5,2470
G03FB01,norgestrel and estrogen,7,2459
G03FB02,lynestrenol and estrogen,7,2460
G03FB03,chlormadinone and estrogen,7,2461
G03FB04,megestrol and estrogen,7,2462
G03FB05,norethisterone and estrogen,7,2463
G03FB06,medroxyprogesterone and estrogen,7,2464
G03FB07,medrogestone and estrogen,7,2465
G03FB08,dydrogesterone and estrogen,7,2466
G03FB09,levonorgestrel and estrogen,7,2467
G03FB10,desogestrel and estrogen,7,2468
G03FB11,trimegestone and estrogen,7,2469
G03FB12,nomegestrol and estrogen,7,2470
G03G,gonadotropins and other ovulation stimulants,4,2486
G03GA,gonadotropins,5,2482
G03GA01,chorionic gonadotrophin,7,2473
G03GA02,human menopausal gonadotrophin,7,2474
G03GA03,serum gonadotrophin,7,2475
G03GA04,urofollitropin,7,2476
G03GA05,follitropin alfa,7,2477
G03GA06,follitropin beta,7,2478
G03GA07,lutropin alfa,7,2479
G03GA08,choriogonadotropin alfa,7,2480
G03GA09,corifollitropin alfa,7,2481
G03GA30,combinations,7,2482
G03GB,ovulation stimulants synthetic,5,2486
G03GB01,cyclofenil,7,2484
G03GB02,clomifene,7,2485
G03GB03,epimestrol,7,2486
G03H,antiandrogens,4,2491
G03HA,antiandrogens plain,5,2489
G03HA01,cyproterone,7,2489
G03HB,antiandrogens and estrogens,5,2491
G03HB01,cyproterone and estrogen,7,2491
G03X,other sex hormones and modulators of the genital system,4,2504
G03XA,antigonadotropins and similar agents,5,2495
G03XA01,danazol,7,2494
G03XA02,gestrinone,7,2495
G03XB,progesterone receptor modulators,5,2498
G03XB01,mifepristone,7,2497
G03XB02,ulipristal,7,2498
G03XC,selective estrogen receptor modulators,5,2504
G03XC01,raloxifene,7,2500
G03XC02,bazedoxifene,7,2501
G03XC03,lasofoxifene,7,2502
G03XC04,ormeloxifene,7,2503
G03XC05,ospemifene,7,2504
G04,urologicals,3,2560
G04B,urologicals,4,2544
G04BA,acidifiers,5,2509
G04BA01,ammonium chloride,7,2508
G04BA03,calcium chloride,7,2509
G04BC,urinary concrement solvents,5,2510
G04BD,drugs for urinary frequency and incontinence,5,2523
G04BD01,emepronium,7,2512
G04BD02,flavoxate,7,2513
G04BD03,meladrazine,7,2514
G04BD04,oxybutynin,7,2515
G04BD05,terodiline,7,2516
G04BD06,propiverine,7,2517
G04BD07,tolterodine,7,2518
G04BD08,solifenacin,7,2519
G04BD09,trospium,7,2520
G04BD10,darifenacin,7,2521
G04BD11,fesoterodine,7,2522
G04BD12,mirabegron,7,2523
G04BE,drugs used in erectile dysfunction,5,2534
G04BE01,alprostadil,7,2525
G04BE02,papaverine,7,2526
G04BE03,sildenafil,7,2527
G04BE04,yohimbine,7,2528
G04BE06,moxisylyte,7,2529
G04BE07,apomorphine,7,2530
G04BE08,tadalafil,7,2531
G04BE09,vardenafil,7,2532
G04BE30,combinations,7,2533
G04BE52,papaverine combinations,7,2534
G04BX,other urologicals,5,2544
G04BX01,magnesium hydroxide,7,2536
G04BX03,acetohydroxamic acid,7,2537
G04BX06,phenazopyridine,7,2538
G04BX10,succinimide,7,2539
G04BX11,collagen,7,2540
G04BX12,phenyl salicylate,7,2541
G04BX13,dimethyl sulfoxide,7,2542
G04BX14,dapoxetine,7,2543
G04BX15,pentosan polysulfate sodium,7,2544
G04C,drugs used in benign prostatic hypertrophy,4,2560
G04CA,alphaadrenoreceptor antagonists,5,2553
G04CA01,alfuzosin,7,2547
G04CA02,tamsulosin,7,2548
G04CA03,terazosin,7,2549
G04CA04,silodosin,7,2550
G04CA51,alfuzosin and finasteride,7,2551
G04CA52,tamsulosin and dutasteride,7,2552
G04CA53,tamsulosin and solifenacin,7,2553
G04CB,testosterone5alpha reductase inhibitors,5,2556
G04CB01,finasteride,7,2555
G04CB02,dutasteride,7,2556
G04CX,other drugs used in benign prostatic hypertrophy,5,2560
G04CX01,prunus africanae cortex,7,2558
G04CX02,sabalis serrulatae fructus,7,2559
G04CX03,mepartricin,7,2560
H,systemic hormonal preparations excl sex hormones and insulins,1,2675
H01,pituitary and hypothalamic hormones and analogues,3,2602
H01A,anterior pituitary lobe hormones and analogues,4,2577
H01AA,acth,5,2566
H01AA01,corticotropin,7,2565
H01AA02,tetracosactide,7,2566
H01AB,thyrotropin,5,2568
H01AB01,thyrotropin alfa,7,2568
H01AC,somatropin and somatropin agonists,5,2575
H01AC01,somatropin,7,2570
H01AC02,somatrem,7,2571
H01AC03,mecasermin,7,2572
H01AC04,sermorelin,7,2573
H01AC05,mecasermin rinfabate,7,2574
H01AC06,tesamorelin,7,2575
H01AX,other anterior pituitary lobe hormones and analogues,5,2577
H01AX01,pegvisomant,7,2577
H01B,posterior pituitary lobe hormones,4,2589
H01BA,vasopressin and analogues,5,2585
H01BA01,vasopressin,7,2580
H01BA02,desmopressin,7,2581
H01BA03,lypressin,7,2582
H01BA04,terlipressin,7,2583
H01BA05,ornipressin,7,2584
H01BA06,argipressin,7,2585
H01BB,oxytocin and analogues,5,2589
H01BB01,demoxytocin,7,2587
H01BB02,oxytocin,7,2588
H01BB03,carbetocin,7,2589
H01C,hypothalamic hormones,4,2602
H01CA,gonadotropinreleasing hormones,5,2593
H01CA01,gonadorelin,7,2592
H01CA02,nafarelin,7,2593
H01CB,somatostatin and analogues,5,2599
H01CB01,somatostatin,7,2595
H01CB02,octreotide,7,2596
H01CB03,lanreotide,7,2597
H01CB04,vapreotide,7,2598
H01CB05,pasireotide,7,2599
H01CC,antigonadotropinreleasing hormones,5,2602
H01CC01,ganirelix,7,2601
H01CC02,cetrorelix,7,2602
H02,corticosteroids for systemic use,3,2631
H02A,corticosteroids for systemic use plain,4,2625
H02AA,mineralocorticoids,5,2608
H02AA01,aldosterone,7,2606
H02AA02,fludrocortisone,7,2607
H02AA03,desoxycortone,7,2608
H02AB,glucocorticoids,5,2625
H02AB01,betamethasone,7,2610
H02AB02,dexamethasone,7,2611
H02AB03,fluocortolone,7,2612
H02AB04,methylprednisolone,7,2613
H02AB05,paramethasone,7,2614
H02AB06,prednisolone,7,2615
H02AB07,prednisone,7,2616
H02AB08,triamcinolone,7,2617
H02AB09,hydrocortisone,7,2618
H02AB10,cortisone,7,2619
H02AB11,prednylidene,7,2620
H02AB12,rimexolone,7,2621
H02AB13,deflazacort,7,2622
H02AB14,cloprednol,7,2623
H02AB15,meprednisone,7,2624
H02AB17,cortivazol,7,2625
H02B,corticosteroids for systemic use combinations,4,2628
H02BX,corticosteroids for systemic use combinations,5,2628
H02BX01,methylprednisolone combinations,7,2628
H02C,antiadrenal preparations,4,2631
H02CA,anticorticosteroids,5,2631
H02CA01,trilostane,7,2631
H03,thyroid therapy,3,2655
H03A,thyroid preparations,4,2639
H03AA,thyroid hormones,5,2639
H03AA01,levothyroxine sodium,7,2635
H03AA02,liothyronine sodium,7,2636
H03AA03,combinations of levothyroxine and liothyronine,7,2637
H03AA04,tiratricol,7,2638
H03AA05,thyroid gland preparations,7,2639
H03B,antithyroid preparations,4,2653
H03BA,thiouracils,5,2644
H03BA01,methylthiouracil,7,2642
H03BA02,propylthiouracil,7,2643
H03BA03,benzylthiouracil,7,2644
H03BB,sulfurcontaining imidazole derivatives,5,2648
H03BB01,carbimazole,7,2646
H03BB02,thiamazole,7,2647
H03BB52,thiamazole combinations,7,2648
H03BC,perchlorates,5,2650
H03BC01,potassium perchlorate,7,2650
H03BX,other antithyroid preparations,5,2653
H03BX01,diiodotyrosine,7,2652
H03BX02,dibromotyrosine,7,2653
H03C,iodine therapy,4,2655
H03CA,iodine therapy,5,2655
H04,pancreatic hormones,3,2659
H04A,glycogenolytic hormones,4,2659
H04AA,glycogenolytic hormones,5,2659
H04AA01,glucagon,7,2659
H05,calcium homeostasis,3,2675
H05A,parathyroid hormones and analogues,4,2665
H05AA,parathyroid hormones and analogues,5,2665
H05AA01,parathyroid gland extract,7,2663
H05AA02,teriparatide,7,2664
H05AA03,parathyroid hormone,7,2665
H05B,antiparathyroid agents,4,2675
H05BA,calcitonin preparations,5,2671
H05BA01,calcitonin salmon synthetic,7,2668
H05BA02,calcitonin pork natural,7,2669
H05BA03,calcitonin human synthetic,7,2670
H05BA04,elcatonin,7,2671
H05BX,other antiparathyroid agents,5,2675
H05BX01,cinacalcet,7,2673
H05BX02,paricalcitol,7,2674
H05BX03,doxercalciferol,7,2675
J,antiinfectives for systemic use,1,3244
J01,antibacterials for systemic use,3,2962
J01A,tetracyclines,4,2693
J01AA,tetracyclines,5,2693
J01AA01,demeclocycline,7,2680
J01AA02,doxycycline,7,2681
J01AA03,chlortetracycline,7,2682
J01AA04,lymecycline,7,2683
J01AA05,metacycline,7,2684
J01AA06,oxytetracycline,7,2685
J01AA07,tetracycline,7,2686
J01AA08,minocycline,7,2687
J01AA09,rolitetracycline,7,2688
J01AA10,penimepicycline,7,2689
J01AA11,clomocycline,7,2690
J01AA12,tigecycline,7,2691
J01AA20,combinations of tetracyclines,7,2692
J01AA56,oxytetracycline combinations,7,2693
J01B,amphenicols,4,2698
J01BA,amphenicols,5,2698
J01BA01,chloramphenicol,7,2696
J01BA02,thiamphenicol,7,2697
J01BA52,thiamphenicol combinations,7,2698
J01C,betalactam antibacterials penicillins,4,2750
J01CA,penicillins with extended spectrum,5,2721
J01CA01,ampicillin,7,2701
J01CA02,pivampicillin,7,2702
J01CA03,carbenicillin,7,2703
J01CA04,amoxicillin,7,2704
J01CA05,carindacillin,7,2705
J01CA06,bacampicillin,7,2706
J01CA07,epicillin,7,2707
J01CA08,pivmecillinam,7,2708
J01CA09,azlocillin,7,2709
J01CA10,mezlocillin,7,2710
J01CA11,mecillinam,7,2711
J01CA12,piperacillin,7,2712
J01CA13,ticarcillin,7,2713
J01CA14,metampicillin,7,2714
J01CA15,talampicillin,7,2715
J01CA16,sulbenicillin,7,2716
J01CA17,temocillin,7,2717
J01CA18,hetacillin,7,2718
J01CA19,aspoxicillin,7,2719
J01CA20,combinations,7,2720
J01CA51,ampicillin combinations,7,2721
J01CE,betalactamase sensitive penicillins,5,2733
J01CE01,benzylpenicillin,7,2723
J01CE02,phenoxymethylpenicillin,7,2724
J01CE03,propicillin,7,2725
J01CE04,azidocillin,7,2726
J01CE05,pheneticillin,7,2727
J01CE06,penamecillin,7,2728
J01CE07,clometocillin,7,2729
J01CE08,benzathine benzylpenicillin,7,2730
J01CE09,procaine benzylpenicillin,7,2731
J01CE10,benzathine phenoxymethylpenicillin,7,2732
J01CE30,combinations,7,2733
J01CF,betalactamase resistant penicillins,5,2740
J01CF01,dicloxacillin,7,2735
J01CF02,cloxacillin,7,2736
J01CF03,meticillin,7,2737
J01CF04,oxacillin,7,2738
J01CF05,flucloxacillin,7,2739
J01CF06,nafcillin,7,2740
J01CG,betalactamase inhibitors,5,2743
J01CG01,sulbactam,7,2742
J01CG02,tazobactam,7,2743
J01CR,combinations of penicillins incl betalactamase inhibitors,5,2750
J01CR01,ampicillin and enzyme inhibitor,7,2745
J01CR02,amoxicillin and enzyme inhibitor,7,2746
